LRID	Ligand_geneid	Ligand_Uniprot	ligand_symbol	Receptor_geneid	Receptor_Uniprot	Receptor_symbol	PMID	Database
LRH6946	7791	Q15942	ZYX	2022	P17813	ENG	15084601	Cellinker;OmniPath
LRH3273	124626	Q6X784	ZPBP2	941	P33681	CD80	32822567	Cellinker;OmniPath
LRH0829	7784	P21754	ZP3	1139	P36544	CHRNA7	22577141	connectomeDB2020;OmniPath
LRH2209	7784	P21754	ZP3	1956	P00533	EGFR	22577141	CellTalkDB;SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRH5823	7784	P21754	ZP3	10461	Q12866	MERTK	7541556	Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2293	124220	Q96DA0	ZG16B	7097	O60603	TLR2	20802527	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2294	124220	Q96DA0	ZG16B	7852	P61073	CXCR4	20802527	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2295	124220	Q96DA0	ZG16B	7100	O60602	TLR5	20802527	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2296	124220	Q96DA0	ZG16B	7099	O00206	TLR4	20802527	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH4454	124220	Q96DA0	ZG16B	10333	Q9Y2C9	TLR6	20802527	Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH4455	124220	Q96DA0	ZG16B	7097_7852	O60603_P61073	CXCR4_TLR2	20802527	Cellinker;OmniPath
LRH0700	4904	P67809	YBX1	4851	P46531	NOTCH1	30321499	connectomeDB2020;OmniPath
LRH7579	8565	P54577	YARS1	3577	P25024	CXCR1		CellPhoneDB;CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;iTALK;scConnect;talklr;OmniPath
LRH2821	6846	Q9UBD3	XCL2	2829	P46094	XCR1	19556286;10699158;22633458;25497737;9632725	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRH1934	6375	P47992	XCL1	84059	Q8WXG9	ADGRV1	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH6550	6375	P47992	XCL1	2829	P46094	XCR1	19556286;24218476;11446740;10699158;22633458;25497737;10518929;9632725	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRH0741	7484	O14905	WNT9B	8322	Q9ULV1	FZD4	28733458	connectomeDB2020;OmniPath
LRH0750	7484	O14905	WNT9B	11211	Q9ULW2	FZD10	28733458	connectomeDB2020;OmniPath
LRH0751	7484	O14905	WNT9B	8325	Q9H461	FZD8	28733458	connectomeDB2020;OmniPath
LRH0798	7484	O14905	WNT9B	7855	Q13467	FZD5	30978219;28733458;25892522	connectomeDB2020;OmniPath
LRH2317	7484	O14905	WNT9B	4040	O75581	LRP6	20093360	CellTalkDB;OmniPath
LRH4210	7484	O14905	WNT9B	4041	O75197	LRP5	15578921;23209147	Cellinker;OmniPath
LRH4221	7484	O14905	WNT9B	4040_8322	O75581_Q9ULV1	FZD4_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4225	7484	O14905	WNT9B	4040_8325	O75581_Q9H461	FZD8_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4270	7484	O14905	WNT9B	4040_2535	O75581_Q14332	FZD2_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4288	7484	O14905	WNT9B	8323_4040	O60353_O75581	FZD6_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4295	7484	O14905	WNT9B	4040_11211	O75581_Q9ULW2	FZD10_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4298	7484	O14905	WNT9B	4040_7976	O75581_Q9NPG1	FZD3_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4320	7484	O14905	WNT9B	8324_4040	O75084_O75581	FZD7_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4338	7484	O14905	WNT9B	4040_8321	O75581_Q9UP38	FZD1_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4474	7484	O14905	WNT9B	8326_4040	O00144_O75581	FZD9_LRP6	20093360;23209147	CellChatDB;Cellinker;OmniPath
LRH4564	7484	O14905	WNT9B	4040_7855	O75581_Q13467	FZD5_LRP6	18509025;23209147	CellChatDB;Cellinker;OmniPath
LRH7005	7484	O14905	WNT9B	4041_7976	O75197_Q9NPG1	FZD3_LRP5		CellChatDB;OmniPath
LRH7036	7484	O14905	WNT9B	4041_8322	O75197_Q9ULV1	FZD4_LRP5		CellChatDB;OmniPath
LRH7142	7484	O14905	WNT9B	4041_7855	O75197_Q13467	FZD5_LRP5		CellChatDB;OmniPath
LRH7430	7484	O14905	WNT9B	4041_11211	O75197_Q9ULW2	FZD10_LRP5		CellChatDB;OmniPath
LRH7543	7484	O14905	WNT9B	8326_4041	O00144_O75197	FZD9_LRP5		CellChatDB;OmniPath
LRH7620	7484	O14905	WNT9B	4041_8325	O75197_Q9H461	FZD8_LRP5		CellChatDB;OmniPath
LRH7721	7484	O14905	WNT9B	4041_2535	O75197_Q14332	FZD2_LRP5		CellChatDB;OmniPath
LRH7742	7484	O14905	WNT9B	4041_8321	O75197_Q9UP38	FZD1_LRP5		CellChatDB;OmniPath
LRH7793	7484	O14905	WNT9B	8324_4041	O75084_O75197	FZD7_LRP5		CellChatDB;OmniPath
LRH7794	7484	O14905	WNT9B	8323_4041	O60353_O75197	FZD6_LRP5		CellChatDB;OmniPath
LRH0745	7483	O14904	WNT9A	8322	Q9ULV1	FZD4	28733458	connectomeDB2020;OmniPath
LRH0747	7483	O14904	WNT9A	11211	Q9ULW2	FZD10	28733458	connectomeDB2020;OmniPath
LRH4208	7483	O14904	WNT9A	4041	O75197	LRP5	15578921;23209147	Cellinker;OmniPath
LRH4212	7483	O14904	WNT9A	4040	O75581	LRP6	15578921;23209147	Cellinker;OmniPath
LRH4230	7483	O14904	WNT9A	4040_2535	O75581_Q14332	FZD2_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4237	7483	O14904	WNT9A	4040_7976	O75581_Q9NPG1	FZD3_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4238	7483	O14904	WNT9A	4040_8322	O75581_Q9ULV1	FZD4_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4272	7483	O14904	WNT9A	4040_11211	O75581_Q9ULW2	FZD10_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4277	7483	O14904	WNT9A	4040_8321	O75581_Q9UP38	FZD1_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4282	7483	O14904	WNT9A	8326_4040	O00144_O75581	FZD9_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4284	7483	O14904	WNT9A	8324_4040	O75084_O75581	FZD7_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4296	7483	O14904	WNT9A	4040_7855	O75581_Q13467	FZD5_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4352	7483	O14904	WNT9A	8323_4040	O60353_O75581	FZD6_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4357	7483	O14904	WNT9A	4040_8325	O75581_Q9H461	FZD8_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH7133	7483	O14904	WNT9A	4041_8321	O75197_Q9UP38	FZD1_LRP5		CellChatDB;OmniPath
LRH7183	7483	O14904	WNT9A	8324_4041	O75084_O75197	FZD7_LRP5		CellChatDB;OmniPath
LRH7203	7483	O14904	WNT9A	4041_7976	O75197_Q9NPG1	FZD3_LRP5		CellChatDB;OmniPath
LRH7387	7483	O14904	WNT9A	4041_7855	O75197_Q13467	FZD5_LRP5		CellChatDB;OmniPath
LRH7408	7483	O14904	WNT9A	4041_2535	O75197_Q14332	FZD2_LRP5		CellChatDB;OmniPath
LRH7409	7483	O14904	WNT9A	8326_4041	O00144_O75197	FZD9_LRP5		CellChatDB;OmniPath
LRH7537	7483	O14904	WNT9A	4041_8325	O75197_Q9H461	FZD8_LRP5		CellChatDB;OmniPath
LRH7616	7483	O14904	WNT9A	8323_4041	O60353_O75197	FZD6_LRP5		CellChatDB;OmniPath
LRH7829	7483	O14904	WNT9A	4041_11211	O75197_Q9ULW2	FZD10_LRP5		CellChatDB;OmniPath
LRH7830	7483	O14904	WNT9A	4041_8322	O75197_Q9ULV1	FZD4_LRP5		CellChatDB;OmniPath
LRH1356	7479	Q93098	WNT8B	4041	O75197	LRP5	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRH4227	7479	Q93098	WNT8B	8323_4040	O60353_O75581	FZD6_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4231	7479	Q93098	WNT8B	8326_4040	O00144_O75581	FZD9_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4232	7479	Q93098	WNT8B	4040_8325	O75581_Q9H461	FZD8_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4248	7479	Q93098	WNT8B	4040_2535	O75581_Q14332	FZD2_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4260	7479	Q93098	WNT8B	4040_11211	O75581_Q9ULW2	FZD10_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4269	7479	Q93098	WNT8B	4040_7976	O75581_Q9NPG1	FZD3_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4305	7479	Q93098	WNT8B	4040_8322	O75581_Q9ULV1	FZD4_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4314	7479	Q93098	WNT8B	4040_7855	O75581_Q13467	FZD5_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4324	7479	Q93098	WNT8B	8324_4040	O75084_O75581	FZD7_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4359	7479	Q93098	WNT8B	4040_8321	O75581_Q9UP38	FZD1_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH7307	7479	Q93098	WNT8B	8324_4041	O75084_O75197	FZD7_LRP5		CellChatDB;OmniPath
LRH7315	7479	Q93098	WNT8B	4041_8321	O75197_Q9UP38	FZD1_LRP5		CellChatDB;OmniPath
LRH7373	7479	Q93098	WNT8B	8326_4041	O00144_O75197	FZD9_LRP5		CellChatDB;OmniPath
LRH7374	7479	Q93098	WNT8B	4041_8325	O75197_Q9H461	FZD8_LRP5		CellChatDB;OmniPath
LRH7386	7479	Q93098	WNT8B	4041_7976	O75197_Q9NPG1	FZD3_LRP5		CellChatDB;OmniPath
LRH7581	7479	Q93098	WNT8B	4041_11211	O75197_Q9ULW2	FZD10_LRP5		CellChatDB;OmniPath
LRH7714	7479	Q93098	WNT8B	8323_4041	O60353_O75197	FZD6_LRP5		CellChatDB;OmniPath
LRH7764	7479	Q93098	WNT8B	4041_2535	O75197_Q14332	FZD2_LRP5		CellChatDB;OmniPath
LRH7850	7479	Q93098	WNT8B	4041_8322	O75197_Q9ULV1	FZD4_LRP5		CellChatDB;OmniPath
LRH7854	7479	Q93098	WNT8B	4041_7855	O75197_Q13467	FZD5_LRP5		CellChatDB;OmniPath
LRH0032	7478	Q9H1J5	WNT8A	8325	Q9H461	FZD8	23331499;28733458;10097073	connectomeDB2020;OmniPath
LRH0739	7478	Q9H1J5	WNT8A	7855	Q13467	FZD5	28733458	connectomeDB2020;OmniPath
LRH0746	7478	Q9H1J5	WNT8A	8322	Q9ULV1	FZD4	28733458	connectomeDB2020;OmniPath
LRH1112	7478	Q9H1J5	WNT8A	4041	O75197	LRP5	32196115;15578921;23209147	CellTalkDB;Cellinker;SingleCellSignalR;OmniPath
LRH4215	7478	Q9H1J5	WNT8A	4040	O75581	LRP6	24316074;23209147	Cellinker;OmniPath
LRH4247	7478	Q9H1J5	WNT8A	4040_8325	O75581_Q9H461	FZD8_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4253	7478	Q9H1J5	WNT8A	8323_4040	O60353_O75581	FZD6_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4259	7478	Q9H1J5	WNT8A	8326_4040	O00144_O75581	FZD9_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4261	7478	Q9H1J5	WNT8A	4040_2535	O75581_Q14332	FZD2_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4289	7478	Q9H1J5	WNT8A	4040_8321	O75581_Q9UP38	FZD1_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4316	7478	Q9H1J5	WNT8A	8324_4040	O75084_O75581	FZD7_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4319	7478	Q9H1J5	WNT8A	4040_11211	O75581_Q9ULW2	FZD10_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4351	7478	Q9H1J5	WNT8A	4040_7855	O75581_Q13467	FZD5_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4355	7478	Q9H1J5	WNT8A	4040_8322	O75581_Q9ULV1	FZD4_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4356	7478	Q9H1J5	WNT8A	4040_7976	O75581_Q9NPG1	FZD3_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH7056	7478	Q9H1J5	WNT8A	4041_7855	O75197_Q13467	FZD5_LRP5		CellChatDB;OmniPath
LRH7316	7478	Q9H1J5	WNT8A	4041_8325	O75197_Q9H461	FZD8_LRP5		CellChatDB;OmniPath
LRH7377	7478	Q9H1J5	WNT8A	4041_8322	O75197_Q9ULV1	FZD4_LRP5		CellChatDB;OmniPath
LRH7530	7478	Q9H1J5	WNT8A	8324_4041	O75084_O75197	FZD7_LRP5		CellChatDB;OmniPath
LRH7607	7478	Q9H1J5	WNT8A	4041_11211	O75197_Q9ULW2	FZD10_LRP5		CellChatDB;OmniPath
LRH7675	7478	Q9H1J5	WNT8A	4041_2535	O75197_Q14332	FZD2_LRP5		CellChatDB;OmniPath
LRH7733	7478	Q9H1J5	WNT8A	8326_4041	O00144_O75197	FZD9_LRP5		CellChatDB;OmniPath
LRH7878	7478	Q9H1J5	WNT8A	4041_8321	O75197_Q9UP38	FZD1_LRP5		CellChatDB;OmniPath
LRH7908	7478	Q9H1J5	WNT8A	4041_7976	O75197_Q9NPG1	FZD3_LRP5		CellChatDB;OmniPath
LRH7927	7478	Q9H1J5	WNT8A	8323_4041	O60353_O75197	FZD6_LRP5		CellChatDB;OmniPath
LRH0748	7477	P56706	WNT7B	7855	Q13467	FZD5	28733458	connectomeDB2020;OmniPath
LRH0749	7477	P56706	WNT7B	8325	Q9H461	FZD8	28733458	connectomeDB2020;OmniPath
LRH2008	7477	P56706	WNT7B	50999	Q9Y3A6	TMED5	30394198	CellTalkDB;OmniPath
LRH2920	7477	P56706	WNT7B	8322	Q9ULV1	FZD4	24032637;15923619	CellPhoneDB;CellTalkDB;SingleCellSignalR;connectomeDB2020;OmniPath
LRH4045	7477	P56706	WNT7B	25960	Q96PE1	ADGRA2	28289266	Cellinker;OmniPath
LRH4258	7477	P56706	WNT7B	8324_4040	O75084_O75581	FZD7_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4263	7477	P56706	WNT7B	4040_7976	O75581_Q9NPG1	FZD3_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4291	7477	P56706	WNT7B	8326_4040	O00144_O75581	FZD9_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4297	7477	P56706	WNT7B	4040_8325	O75581_Q9H461	FZD8_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4323	7477	P56706	WNT7B	4040_7855	O75581_Q13467	FZD5_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4326	7477	P56706	WNT7B	8323_4040	O60353_O75581	FZD6_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4332	7477	P56706	WNT7B	4040_2535	O75581_Q14332	FZD2_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4360	7477	P56706	WNT7B	4040_8322	O75581_Q9ULV1	FZD4_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4665	7477	P56706	WNT7B	4040_8321	O75581_Q9UP38	FZD1_LRP6	15923619;23209147	CellChatDB;Cellinker;OmniPath
LRH4666	7477	P56706	WNT7B	4040_11211	O75581_Q9ULW2	FZD10_LRP6	15923619;23209147	CellChatDB;Cellinker;OmniPath
LRH4667	7477	P56706	WNT7B	8326_4041	O00144_O75197	FZD9_LRP5	15923619	CellChatDB;Cellinker;OmniPath
LRH6185	7477	P56706	WNT7B	4041	O75197	LRP5	15923619;15578921	CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6186	7477	P56706	WNT7B	11211	Q9ULW2	FZD10	24032637;15923619	CellPhoneDB;CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6187	7477	P56706	WNT7B	8321	Q9UP38	FZD1	24032637;15923619	CellPhoneDB;CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH7078	7477	P56706	WNT7B	4041_11211	O75197_Q9ULW2	FZD10_LRP5		CellChatDB;OmniPath
LRH7127	7477	P56706	WNT7B	4041_2535	O75197_Q14332	FZD2_LRP5		CellChatDB;OmniPath
LRH7189	7477	P56706	WNT7B	4041_7855	O75197_Q13467	FZD5_LRP5		CellChatDB;OmniPath
LRH7236	7477	P56706	WNT7B	4041_8325	O75197_Q9H461	FZD8_LRP5		CellChatDB;OmniPath
LRH7269	7477	P56706	WNT7B	8324_4041	O75084_O75197	FZD7_LRP5		CellChatDB;OmniPath
LRH7309	7477	P56706	WNT7B	8323_4041	O60353_O75197	FZD6_LRP5		CellChatDB;OmniPath
LRH7438	7477	P56706	WNT7B	4041_8321	O75197_Q9UP38	FZD1_LRP5		CellChatDB;OmniPath
LRH7784	7477	P56706	WNT7B	4041_8322	O75197_Q9ULV1	FZD4_LRP5		CellChatDB;OmniPath
LRH7849	7477	P56706	WNT7B	4041_7976	O75197_Q9NPG1	FZD3_LRP5		CellChatDB;OmniPath
LRH0056	7476	O00755	WNT7A	11211	Q9ULW2	FZD10	18567805;12857724	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH0738	7476	O00755	WNT7A	8321	Q9UP38	FZD1	28733458	connectomeDB2020;OmniPath
LRH1946	7476	O00755	WNT7A	3949	P01130	LDLR	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH2009	7476	O00755	WNT7A	8434	O95980	RECK	30304675	CellTalkDB;OmniPath
LRH2606	7476	O00755	WNT7A	4040	O75581	LRP6	12857724;15578921	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH4046	7476	O00755	WNT7A	25960	Q96PE1	ADGRA2	28289266	Cellinker;OmniPath
LRH4236	7476	O00755	WNT7A	4040_8321	O75581_Q9UP38	FZD1_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4239	7476	O00755	WNT7A	8324_4040	O75084_O75581	FZD7_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4245	7476	O00755	WNT7A	4040_7976	O75581_Q9NPG1	FZD3_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4257	7476	O00755	WNT7A	8323_4040	O60353_O75581	FZD6_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4276	7476	O00755	WNT7A	4040_8325	O75581_Q9H461	FZD8_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4321	7476	O00755	WNT7A	4040_8322	O75581_Q9ULV1	FZD4_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4325	7476	O00755	WNT7A	4040_2535	O75581_Q14332	FZD2_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4467	7476	O00755	WNT7A	4040_11211	O75581_Q9ULW2	FZD10_LRP6	20227380;23209147	CellChatDB;Cellinker;OmniPath
LRH4669	7476	O00755	WNT7A	8326_4040	O00144_O75581	FZD9_LRP6	15705594;23209147	CellChatDB;Cellinker;OmniPath
LRH4740	7476	O00755	WNT7A	4040_7855	O75581_Q13467	FZD5_LRP6	12857724;23209147	CellChatDB;Cellinker;OmniPath
LRH6211	7476	O00755	WNT7A	8326	O00144	FZD9	15705594	CellPhoneDB;CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6339	7476	O00755	WNT7A	7855	Q13467	FZD5	24032637;12857720;23331499;18567805;12857724	CellPhoneDB;CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH7074	7476	O00755	WNT7A	8324_4041	O75084_O75197	FZD7_LRP5		CellChatDB;OmniPath
LRH7136	7476	O00755	WNT7A	4041_8321	O75197_Q9UP38	FZD1_LRP5		CellChatDB;OmniPath
LRH7163	7476	O00755	WNT7A	4041_8322	O75197_Q9ULV1	FZD4_LRP5		CellChatDB;OmniPath
LRH7185	7476	O00755	WNT7A	8323_4041	O60353_O75197	FZD6_LRP5		CellChatDB;OmniPath
LRH7261	7476	O00755	WNT7A	4041_8325	O75197_Q9H461	FZD8_LRP5		CellChatDB;OmniPath
LRH7335	7476	O00755	WNT7A	4041_7976	O75197_Q9NPG1	FZD3_LRP5		CellChatDB;OmniPath
LRH7375	7476	O00755	WNT7A	4041_11211	O75197_Q9ULW2	FZD10_LRP5		CellChatDB;OmniPath
LRH7407	7476	O00755	WNT7A	8326_4041	O00144_O75197	FZD9_LRP5		CellChatDB;OmniPath
LRH7562	7476	O00755	WNT7A	4041_7855	O75197_Q13467	FZD5_LRP5		CellChatDB;OmniPath
LRH7901	7476	O00755	WNT7A	4041_2535	O75197_Q14332	FZD2_LRP5		CellChatDB;OmniPath
LRH0782	7475	Q9Y6F9	WNT6	8324	O75084	FZD7	27122540	connectomeDB2020;OmniPath
LRH1982	7475	Q9Y6F9	WNT6	8322	Q9ULV1	FZD4	31618077	CellTalkDB;OmniPath
LRH4209	7475	Q9Y6F9	WNT6	4041	O75197	LRP5	15578921;23209147	Cellinker;OmniPath
LRH4235	7475	Q9Y6F9	WNT6	4040	O75581	LRP6	23209147	Cellinker;OmniPath
LRH4242	7475	Q9Y6F9	WNT6	8323_4040	O60353_O75581	FZD6_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4266	7475	Q9Y6F9	WNT6	8324_4040	O75084_O75581	FZD7_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4267	7475	Q9Y6F9	WNT6	4040_8325	O75581_Q9H461	FZD8_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4273	7475	Q9Y6F9	WNT6	8326_4040	O00144_O75581	FZD9_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4279	7475	Q9Y6F9	WNT6	4040_8321	O75581_Q9UP38	FZD1_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4290	7475	Q9Y6F9	WNT6	4040_2535	O75581_Q14332	FZD2_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4329	7475	Q9Y6F9	WNT6	4040_8322	O75581_Q9ULV1	FZD4_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4333	7475	Q9Y6F9	WNT6	4040_7855	O75581_Q13467	FZD5_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4335	7475	Q9Y6F9	WNT6	4040_11211	O75581_Q9ULW2	FZD10_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH4358	7475	Q9Y6F9	WNT6	4040_7976	O75581_Q9NPG1	FZD3_LRP6	23209147	CellChatDB;Cellinker;OmniPath
LRH5394	7475	Q9Y6F9	WNT6	8321	Q9UP38	FZD1	8717036;12857724	OmniPath
LRH7124	7475	Q9Y6F9	WNT6	4041_8325	O75197_Q9H461	FZD8_LRP5		CellChatDB;OmniPath
LRH7161	7475	Q9Y6F9	WNT6	8323_4041	O60353_O75197	FZD6_LRP5		CellChatDB;OmniPath
LRH7165	7475	Q9Y6F9	WNT6	8326_4041	O00144_O75197	FZD9_LRP5		CellChatDB;OmniPath
LRH7439	7475	Q9Y6F9	WNT6	4041_2535	O75197_Q14332	FZD2_LRP5		CellChatDB;OmniPath
LRH7448	7475	Q9Y6F9	WNT6	4041_7855	O75197_Q13467	FZD5_LRP5		CellChatDB;OmniPath
LRH7475	7475	Q9Y6F9	WNT6	4041_11211	O75197_Q9ULW2	FZD10_LRP5		CellChatDB;OmniPath
LRH7560	7475	Q9Y6F9	WNT6	4041_8322	O75197_Q9ULV1	FZD4_LRP5		CellChatDB;OmniPath
LRH7627	7475	Q9Y6F9	WNT6	4041_8321	O75197_Q9UP38	FZD1_LRP5		CellChatDB;OmniPath
LRH7645	7475	Q9Y6F9	WNT6	4041_7976	O75197_Q9NPG1	FZD3_LRP5		CellChatDB;OmniPath
LRH7660	7475	Q9Y6F9	WNT6	8324_4041	O75084_O75197	FZD7_LRP5		CellChatDB;OmniPath
LRH0019	81029	Q9H1J7	WNT5B	8323	O60353	FZD6	16273260	CellChatDB;OmniPath
LRH0020	81029	Q9H1J7	WNT5B	7976	Q9NPG1	FZD3	16273260;15578921	CellChatDB;OmniPath
LRH0040	81029	Q9H1J7	WNT5B	8325	Q9H461	FZD8	20093360;26849959	CellChatDB;connectomeDB2020;OmniPath
LRH0305	81029	Q9H1J7	WNT5B	4041_7976	O75197_Q9NPG1	FZD3_LRP5	11029007	ICELLNET;OmniPath
LRH0306	81029	Q9H1J7	WNT5B	4040_8325	O75581_Q9H461	FZD8_LRP6	11029007	ICELLNET;OmniPath
LRH0307	81029	Q9H1J7	WNT5B	4040_11211	O75581_Q9ULW2	FZD10_LRP6	11029007	ICELLNET;OmniPath
LRH0308	81029	Q9H1J7	WNT5B	4041_8325	O75197_Q9H461	FZD8_LRP5	11029007	ICELLNET;OmniPath
LRH0309	81029	Q9H1J7	WNT5B	4041_11211	O75197_Q9ULW2	FZD10_LRP5	11029007	ICELLNET;OmniPath
LRH0310	81029	Q9H1J7	WNT5B	4040_7855	O75581_Q13467	FZD5_LRP6	11029007	ICELLNET;OmniPath
LRH0311	81029	Q9H1J7	WNT5B	4041_2535	O75197_Q14332	FZD2_LRP5	11029007	ICELLNET;OmniPath
LRH0312	81029	Q9H1J7	WNT5B	4040_8321	O75581_Q9UP38	FZD1_LRP6	11029007	ICELLNET;OmniPath
LRH0313	81029	Q9H1J7	WNT5B	4040_7976	O75581_Q9NPG1	FZD3_LRP6	11029007	ICELLNET;OmniPath
LRH0314	81029	Q9H1J7	WNT5B	8324_4041	O75084_O75197	FZD7_LRP5	11029007	ICELLNET;OmniPath
LRH0315	81029	Q9H1J7	WNT5B	8323_4041	O60353_O75197	FZD6_LRP5	11029007	ICELLNET;OmniPath
LRH0316	81029	Q9H1J7	WNT5B	4040_2535	O75581_Q14332	FZD2_LRP6	11029007	ICELLNET;OmniPath
LRH0317	81029	Q9H1J7	WNT5B	8324_4040	O75084_O75581	FZD7_LRP6	11029007	ICELLNET;OmniPath
LRH0318	81029	Q9H1J7	WNT5B	4041_7855	O75197_Q13467	FZD5_LRP5	11029007	ICELLNET;OmniPath
LRH0319	81029	Q9H1J7	WNT5B	8323_4040	O60353_O75581	FZD6_LRP6	11029007	ICELLNET;OmniPath
