LRID	Ligand_geneid	Ligand_Uniprot	ligand_symbol	Receptor_geneid	Receptor_Uniprot	Receptor_symbol	PMID	Database
LRM4331	16189	P07750	Il4	16186	P34902	Il2rg	11418623;7918378;8266078;18243101;827;11815609	CellTalkDB;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4221	16189	P07750	Il4	16165	O88786	Il13ra2	9130652	CellPhoneDB;CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1943	16189	P07750	Il4	16164	O09030	Il13ra1	12704343;18243101;10641437;18480254	CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3720	16189	P07750	Il4	13386	Q09163	Dlk1	10733486	Cellinker;OmniPath
LRM4325	16189	P07750	Il4	12508	Q61451	Cd53	7963560	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2764	16190	P16382	Il4r	233186	Q920G3	Siglec5	32589946	Cellinker;OmniPath
LRM2801	16190	P16382	Il4r	93703	Q91XX4	Pcdhgb6	32589946	Cellinker;OmniPath
LRM6120	16191	P04401	Il5	16192_12984	P21183_P26954	Il5ra_Csf2rb2	11748263;10880230;1732409;7721873	IUPHAR/BPS;HPMR;DLRP;Cellinker
LRM5132	16191	P04401	Il5	16192	P21183	Il5ra	22153509;1833065;1495999;7721873;23331499;7957082;10880230;11748263;8567620;10823900;1732409;22528658	CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4963	16191	P04401	Il5	12984	P26954	Csf2rb2	11748263;1833065;7957082;1495999	CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4964	16191	P04401	Il5	12983	P26955	Csf2rb	11748263;1833065;7957082;1495999	CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3318	16191	P04401	Il5	12982	Q00941	Csf2ra	23046136	Cellinker;OmniPath
LRM6162	16193	P08505	Il6	16194_16195	P22272_Q00560	Il6ra_Il6st	12829785;3136546;8293462;14557255	HPMR;DLRP;Cellinker
LRM2632	16193	P08505	Il6	246256	A0A0B4J1G0	Fcgr4	32822567	Cellinker;OmniPath
LRM2556	16193	P08505	Il6	18198	Q61006	Musk	32822567	Cellinker;OmniPath
LRM4741	16193	P08505	Il6	16195	Q00560	Il6st	15895091;3136546;7744001;18775332;8293462;11251120;12829785;14557255;19715447;2788034;1995637	CellTalkDB;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM5375	16193	P08505	Il6	16194	P22272	Il6ra	18775332;7893704;8706672;12829785;21071413;12643274;9028955;15895091;7744001;8702737;18923185;8676083;23663276;23331499;11238858;2788034;28265003;14656210;3136546;14557255;18067990;7744875;9694899;1995637	CellTalkDB;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM1592	16193	P08505	Il6	15465	P70174	Hrh1	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRM1340	16193	P08505	Il6	14066	P20352	F3	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM2593	16194	P22272	Il6ra	320563	Q5RKR3	Islr2	32822567	Cellinker;OmniPath
LRM2626	16194	P22272	Il6ra	243816	P0C191	Gp6	32822567	Cellinker;OmniPath
LRM2659	16194	P22272	Il6ra	237754	Q8BJE2	Btnl9	32822567	Cellinker;OmniPath
LRM2859	16194	P22272	Il6ra	211187	Q8BGX3	Lrtm2	32589946	Cellinker;OmniPath
LRM2596	16194	P22272	Il6ra	106347	Q8CBR1	Ildr1	32822567	Cellinker;OmniPath
LRM2566	16194	P22272	Il6ra	17136	P20917	Mag	32822567	Cellinker;OmniPath
LRM2698	16195	Q00560	Il6st	231668	D3YX43	Vsig10	32589946	Cellinker;OmniPath
LRM3667	16195	Q00560	Il6st	13867	Q61526	Erbb3	11821958	Cellinker;OmniPath
LRM3666	16195	Q00560	Il6st	13866	P70424	Erbb2	9590694;11821958	Cellinker;OmniPath
LRM3475	16195	Q00560	Il6st	13857	P14753	Epor	19002875	Cellinker;OmniPath
LRM6163	16196	P10168	Il7	16197_16186	P16872_P34902	Il7r_Il2rg	9010926;7522165;10390077;11858939	HPMR;DLRP;Cellinker
LRM5301	16196	P10168	Il7	16197	P16872	Il7r	8266077;8204885;8128231;1558969;2317865;23331499;8409434;20089933;7522165;10390077;19141282;11858939	CellTalkDB;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4943	16196	P10168	Il7	16186	P34902	Il2rg	8266077;11418623;9371812;8128231;20089933;9010926;7522165;11858939	CellTalkDB;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3719	16196	P10168	Il7	13386	Q09163	Dlk1	10733486	Cellinker;OmniPath
LRM2727	16197	P16872	Il7r	18383	O08712	Tnfrsf11b	32589946	Cellinker;OmniPath
LRM6164	16198	P15247	Il9	16199_16186	Q01114_P34902	Il9r_Il2rg	11588013;9535918	HPMR;DLRP;Cellinker
LRM4129	16198	P15247	Il9	16199	Q01114	Il9r	9261146;1376929;116;10642536;23331499;11588013;9535918	CellTalkDB;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4130	16198	P15247	Il9	16186	P34902	Il2rg	11418623;7718508;9535918	CellTalkDB;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3718	16198	P15247	Il9	13386	Q09163	Dlk1	10733486	Cellinker;OmniPath
LRM2994	100039795	B5TVM2	Ildr2	71183	Q149M0	Clec12b	32589946	Cellinker;OmniPath
LRM3015	224224	Q80XH2	Impg2	94332	Q99N28	Cadm3	32589946	Cellinker;OmniPath
LRM2787	224224	Q80XH2	Impg2	19116	Q08501	Prlr	32589946	Cellinker;OmniPath
LRM6092	16322	Q04997	Inha	269275	Q8K348	Acvr1c		IUPHAR/BPS;OmniPath
LRM4842	16322	Q04997	Inha	21814	O88393	Tgfbr3	10746731;10746730;11;12493742	CellPhoneDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0729	16322	Q04997	Inha	11481	P27040	Acvr2b	29747587;32196115	CellTalkDB;IUPHAR/BPS;SingleCellSignalR;iTALK;talklr;OmniPath
LRM4843	16322	Q04997	Inha	11480	P27038	Acvr2a	12493742	CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM6099	16322	Q04997	Inha	11479	Q61271	Acvr1b		IUPHAR/BPS;iTALK;talklr;OmniPath
LRM0730	16322	Q04997	Inha	11477	P37172	Acvr1	29747587;32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM0596	16323	Q04998	Inhba	269275	Q8K348	Acvr1c	15196700	IUPHAR/BPS;connectomeDB2020;OmniPath
LRM2282	16323	Q04998	Inhba	68010	Q9D0L6	Bambi	10918299	CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5174	16323	Q04998	Inhba	21814	O88393	Tgfbr3	10746731	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0893	16323	Q04998	Inhba	17127	Q8BUN5	Smad3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM4081	16323	Q04998	Inhba	13805	Q63961	Eng	9872992	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2929	13643	O35393	Efnb3	382062	Q75VT8	Hide1	32589946	Cellinker;OmniPath
LRM2930	13642	P52800	Efnb2	382062	Q75VT8	Hide1	32589946	Cellinker;OmniPath
LRM2243	16323	Q04998	Inhba	11477	P37172	Acvr1	11266516	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0350	16324	Q04999	Inhbb	68010	Q9D0L6	Bambi	10918299	HPMR;OmniPath
LRM0892	16324	Q04999	Inhbb	17127	Q8BUN5	Smad3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0508	16324	Q04999	Inhbb	12627	P97766	Cfc1	28126904	connectomeDB2020;OmniPath
LRM5354	16147	P97812	Ihh	15245	Q7TN16	Hhip	11435703;11;10050855	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5207	14915	P33680	Guca2a	14917	Q3UWA6	Gucy2c	10845107;10601865;22384056;23269669;11889121	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM6177	15894	P13597	Icam1	16411_16414	Q9QXH4_P11835	Itgax_Itgb2	4062888;16252253	HPMR;CellphoneDB;Cellinker
LRM6210	15894	P13597	Icam1	16408_16414	P24063_P11835	Itgal_Itgb2	14507735;23602662	HPMR;Cellinker
LRM6209	15894	P13597	Icam1	118261720_16414	Q3U1U4_P11835	Gm49368_Itgb2	7642561;14507735;11279101;16252253;4062888	HPMR;Cellinker
LRM4820	16325	P55104	Inhbc	11477	P37172	Acvr1	12651901	CellTalkDB;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRM5931	16326	O08717	Inhbe	13805	Q63961	Eng		iTALK;talklr;OmniPath
LRM2395	16326	O08717	Inhbe	11481	P27040	Acvr2b	22710174	CellPhoneDB;CellTalkDB;Cellinker;SingleCellSignalR;OmniPath
LRM2396	16326	O08717	Inhbe	11480	P27038	Acvr2a	22710174	CellPhoneDB;CellTalkDB;Cellinker;iTALK;talklr;OmniPath
LRM6098	16326	O08717	Inhbe	11479	Q61271	Acvr1b		iTALK;talklr;OmniPath
LRM6103	16326	O08717	Inhbe	11477	P37172	Acvr1		iTALK;talklr;OmniPath
LRM4651	13642	P52800	Efnb2	108071	Q3UVX5	Grm5	15745950	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4101	16334	P01326	Ins2	14725	A2ARV4	Lrp2	9773776	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1562	16336	O09107	Insl3	381489	Q6R6I7	Rxfp1	32103204;23303914;25761609	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;scConnect;OmniPath
LRM5745	16336	O09107	Insl3	242093	Q7TQP4	Rxfp4		CellChatDB;OmniPath
LRM1296	16336	O09107	Insl3	239530	Q8BYC4	Gpr20	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5746	16336	O09107	Insl3	239336	Q8BGE9	Rxfp3		CellChatDB;OmniPath
LRM4891	16336	O09107	Insl3	140498	Q91ZZ5	Rxfp2	22973049;18434306;12114498;15649866;25761609;20560146	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM1272	16336	O09107	Insl3	80910	Q8CIM5	Gpr84	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0930	16336	O09107	Insl3	56089	Q9WUP1	Ramp3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0945	16336	O09107	Insl3	54409	Q9WUP0	Ramp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0839	16336	O09107	Insl3	22354	P97751	Vipr1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0862	16336	O09107	Insl3	22095	P47750	Tshr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0962	16336	O09107	Insl3	19228	P41593	Pth1r	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1427	16336	O09107	Insl3	11556	P25962	Adrb3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1453	16336	O09107	Insl3	11555	P18762	Adrb2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1527	16336	O09107	Insl3	11517	P70205	Adcyap1r1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5748	23919	Q9WUG6	Insl5	381489	Q6R6I7	Rxfp1		CellChatDB;OmniPath
LRM4679	23919	Q9WUG6	Insl5	242093	Q7TQP4	Rxfp4	15525630;22257012;26824523;25761609;24188028;16;15465925;15525639;18582868;27243554;27888281;18682868	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4677	23919	Q9WUG6	Insl5	239336	Q8BGE9	Rxfp3	18582868;25761609;15525639	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM5747	23919	Q9WUG6	Insl5	140498	Q91ZZ5	Rxfp2		CellChatDB;OmniPath
LRM1236	23919	Q9WUG6	Insl5	108073	Q68ED2	Grm7	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1015	23919	Q9WUG6	Insl5	17773	Q61184	Mtnr1a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1490	23919	Q9WUG6	Insl5	11551	Q01338	Adra2a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM4652	13642	P52800	Efnb2	14816	P97772	Grm1	15745950	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3174	16337	P15208	Insr	11555	P18762	Adrb2	17570479;8521811;8910597;28256297;8557631	Cellinker;OmniPath
LRM0877	266632	Q8R4K2	Irak4	170743	P58681	Tlr7	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0879	266632	Q8R4K2	Irak4	21899	Q9EPW9	Tlr6	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0735	266632	Q8R4K2	Irak4	21898	Q9QUK6	Tlr4	17635639;21220427;32196115;21829704	CellTalkDB;SingleCellSignalR;OmniPath
LRM3516	16370	Q9Z0Y7	Irs4	244701	Q8CIQ6	Mtnr1b	17215244	Cellinker;OmniPath
LRM3517	16370	Q9Z0Y7	Irs4	17773	Q61184	Mtnr1a	17215244	Cellinker;OmniPath
LRM3479	16398	Q62469	Itga2	20969	P18828	Sdc1	18657535	Cellinker;OmniPath
LRM3177	16399	Q9QUM0	Itga2b	14062	P30558	F2r	28034890	Cellinker;OmniPath
LRM3119	16399	Q9QUM0	Itga2b	13805	Q63961	Eng	30761306;29080903	Cellinker;OmniPath
LRM2473	16400	Q62470	Itga3	12512	P41731	Cd63	7629079	Cellinker;OmniPath
LRM5410	16400	Q62470	Itga3	12476	O35566	Cd151	14676841;26992919;10811835;11884516;14557253;10734060	Cellinker;OmniPath
LRM6327	16401	Q00651	Itga4	16421_22329	P26011_P29533	Itgb7_Vcam1	11751331	Cellinker
LRM3645	16401	Q00651	Itga4	67374	Q9JI59	Jam2	12070135	Cellinker;OmniPath
LRM1464	12310	Q99JA0	Calc	11555	P18762	Adrb2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3368	16401	Q00651	Itga4	12527	P40240	Cd9	21428930	Cellinker;OmniPath
LRM3359	16401	Q00651	Itga4	12521	P40237	Cd82	8757325;21428930	Cellinker;OmniPath
LRM3254	16401	Q00651	Itga4	12520	P35762	Cd81	10229664;25222562	Cellinker;OmniPath
LRM5391	16402	P11688	Itga5	13805	Q63961	Eng	30761306;22940691	Cellinker;OmniPath
LRM3360	16402	P11688	Itga5	12527	P40240	Cd9	9813091;9812906;10065872;21428930	Cellinker;OmniPath
LRM6212	15896	P35330	Icam2	16408_16414	P24063_P11835	Itgal_Itgb2	15023143	HPMR;Cellinker
LRM6211	15896	P35330	Icam2	118261720_16414	Q3U1U4_P11835	Gm49368_Itgb2	9786897;15023143	HPMR;Cellinker
LRM3396	16403	Q61739	Itga6	13867	Q61526	Erbb3	20695903	Cellinker;OmniPath
LRM3699	16403	Q61739	Itga6	12527	P40240	Cd9	11238109	Cellinker;OmniPath
LRM3358	16403	Q61739	Itga6	12521	P40237	Cd82	8757325;21428930	Cellinker;OmniPath
LRM3178	16403	Q61739	Itga6	12520	P35762	Cd81	27993971	Cellinker;OmniPath
LRM2472	16403	Q61739	Itga6	12512	P41731	Cd63	7629079	Cellinker;OmniPath
LRM3697	16403	Q61739	Itga6	12491	Q08857	Cd36	11238109	Cellinker;OmniPath
LRM5409	16403	Q61739	Itga6	12476	O35566	Cd151	11884516;10671376;26992919;10811835	Cellinker;OmniPath
LRM1463	12310	P70160	Calca	11555	P18762	Adrb2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3659	16404	Q61738	Itga7	12476	O35566	Cd151	11884516	Cellinker;OmniPath
LRM6323	16000	P05017	Igf1	16410_16416	P43406_O54890	Itgav_Itgb3	28190785;28873464	Cellinker
LRM6324	16000	P05017	Igf1	16403_192897	Q61739_A2A863	Itga6_Itgb4	28190785;28873464	Cellinker
LRM5392	16410	P43406	Itgav	21838	P01831	Thy1	18346467;15897908	connectomeDB2020;OmniPath
LRM1508	100042493	P86792	Ccl21b	11551	Q01338	Adra2a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3478	16412	P09055	Itgb1	20969	P18828	Sdc1	18657535	Cellinker;OmniPath
LRM3689	16412	P09055	Itgb1	18417	Q60771	Cldn11	11309411	Cellinker;OmniPath
LRM5390	16412	P09055	Itgb1	13805	Q63961	Eng	30761306;22940691	Cellinker;OmniPath
LRM3705	16412	P09055	Itgb1	13640	O08543	Efna5	11032807	Cellinker;OmniPath
LRM4072	16412	P09055	Itgb1	12520	P35762	Cd81	10229664;8757325	Cellinker;OmniPath
LRM5405	16412	P09055	Itgb1	12476	O35566	Cd151	12175627;11884516;26992919;14676841	Cellinker;OmniPath
LRM1507	100042493	P86793	Ccl21c	11551	Q01338	Adra2a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0288	16414	P11835	Itgb2	225825	Q8K4F0	Cd226	10591186	CellChatDB;OmniPath
LRM0042	16414	P11835	Itgb2	21838	P01831	Thy1	27765629;18346467	SingleCellSignalR;connectomeDB2020;OmniPath
LRM5026	12822	P39061	Col18a1	14735	P51655	Gpc4	11336704	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6325	16002	P09535	Igf2	16410_16416	P43406_O54890	Itgav_Itgb3	28190785;28873464	Cellinker
LRM3176	16416	O54890	Itgb3	14062	P30558	F2r	28034890	Cellinker;OmniPath
LRM3554	16416	O54890	Itgb3	11489	Q61824	Adam12	16213489	Cellinker;OmniPath
LRM5412	67733	Q9CQ82	Itgb3bp	16419	O70309	Itgb5	10579726	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRM5406	67733	Q9CQ82	Itgb3bp	16416	O54890	Itgb3	11864709;7593198;119	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRM3395	192897	A2A863	Itgb4	13867	Q61526	Erbb3	20695903	Cellinker;OmniPath
LRM3320	192897	A2A863	Itgb4	13649	Q01279	Egfr	23045285;11684709;19940114	Cellinker;OmniPath
LRM3658	192897	A2A863	Itgb4	12476	O35566	Cd151	11884516	Cellinker;OmniPath
LRM6326	16002	P09535	Igf2	16403_192897	Q61739_A2A863	Itga6_Itgb4	28190785;28873464	Cellinker
LRM5125	16425	Q61703	Itih2	14125	P20489	Fcer1a	10917520	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRM3578	16432	O89051	Itm2b	26564	Q9Z138	Ror2	15569154	Cellinker;OmniPath
LRM1703	73456	Q9D9J7	Izumo1	64931	Q9EQF4	Izumo1r	27309818;27309808;27416963	CellTalkDB;OmniPath
LRM1640	73456	Q9D9J7	Izumo1	12527	P40240	Cd9	15759005;30517645	CellTalkDB;HPMR;OmniPath
LRM5028	12822	P39061	Col18a1	14733	Q9QZF2	Gpc1	11336704;11336700	CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2107	11820	P12023	App	14733	Q9QZF2	Gpc1	15084524	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6150	16163	P20109	Il13	16190_16165	P16382_O88786	Il4ra_Il13ra2	11003391;11709756;12704343	HPMR;DLRP;Cellinker
LRM3876	16450	Q9QYE5	Jag2	18132	P31695	Notch4	29910816;22353464	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRM6151	16163	P20109	Il13	16190_16164	P16382_O09030	Il4ra_Il13ra1	11278629;19586918;12704343	HPMR;DLRP;Cellinker
LRM5130	16952	P10107	Anxa1	14289	O88536	Fpr2	23230437;16278303;12368905;12560218;15187149;10882119;22610094	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3541	16451	P52332	Jak1	15976	O35664	Ifnar2	16551269;9334213;12133952	Cellinker;OmniPath
LRM3542	16451	P52332	Jak1	15975	P33896	Ifnar1	25386349;8524272;16551269;9334213	Cellinker;OmniPath
LRM3321	16451	P52332	Jak1	13649	Q01279	Egfr	23045285;15284024	Cellinker;OmniPath
LRM3959	16452	Q62120	Jak2	13857	P14753	Epor	15212693;9030561;10660611;18672044;12027890;8343951;11779507;12524467;10579919;7559499;9573010;12441334;11443118	Cellinker;OmniPath
LRM6280	16456	O88792	Jam1	16408_16414	P24063_P11835	Itgal_Itgb2	11812992	CellphoneDB;Cellinker
LRM5129	16952	P10107	Anxa1	14293	P33766	Fpr1	23230437;15187149;12560218;10882119;13	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4708	14256	P49772	Flt3lg	14255	Q00342	Flt3	10080542;15147956;9651358;25992210;12681969;21389326;15618475;19830725;7505204	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM6158	16183	P04351	Il2	16185_16186	P16297_P34902	Il2rb_Il2rg	8049354;15265897;11035066;10662798	HPMR;DLRP;Cellinker
LRM6157	16183	P04351	Il2	16184_16185_16186	P01590_P16297_P34902	Il2ra_Il2rb_Il2rg	15265897	HPMR;DLRP;Cellinker
LRM0073	83964	Q9D8B7	Jam3	16414	P11835	Itgb2	12208882	CellTalkDB;SingleCellSignalR;OmniPath
LRM1118	83964	Q9D8B7	Jam3	16412	P09055	Itgb1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5326	13856	P07321	Epo	13857	P14753	Epor	8662939;16982323;9808045;9774108;9974393;10318834;21889455;17327410;9030560;15358619;29997244;18586265;23331499;9442088;2163696	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM6328	16485	P16388	Kcna1	12805_53321	P12960_O54991	Cntn1_Cntnap1	14592966	Cellinker
LRM3599	16485	P16388	Kcna1	68585	Q99P72	Rtn4	14592966	Cellinker;OmniPath
LRM6329	16490	P63141	Kcna2	12805_53321	P12960_O54991	Cntn1_Cntnap1	14592966	Cellinker
LRM3598	16490	P63141	Kcna2	68585	Q99P72	Rtn4	14592966	Cellinker;OmniPath
LRM3041	16497	P63143	Kcnab1	13805	Q63961	Eng	31540324	Cellinker;OmniPath
LRM3899	13643	O35393	Efnb3	13848	O08644	Ephb6	15114347;11114742;28589441	CellChatDB;CellTalkDB;Cellinker;SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRM5133	70737	P59242	Cgn	16456	O88792	F11r	10877843	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5198	13642	P52800	Efnb2	13848	O08644	Ephb6	10648835;15114347;11114742	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3259	16542	P35918	Kdr	13857	P14753	Epor	24630601	Cellinker;OmniPath
LRM3105	16542	P35918	Kdr	13805	Q63961	Eng	29401587	Cellinker;OmniPath
LRM3398	16542	P35918	Kdr	13642	P52800	Efnb2	20445540	Cellinker;OmniPath
LRM3225	16542	P35918	Kdr	12505	P15379	Cd44	26181364	Cellinker;OmniPath
LRM3056	16542	P35918	Kdr	11555	P18762	Adrb2	30956148	Cellinker;OmniPath
LRM6160	16189	P07750	Il4	16190_16186	P16382_P34902	Il4ra_Il2rg	7918378;8266078	HPMR;DLRP;Cellinker
LRM6161	16189	P07750	Il4	16190_16165	P16382_O88786	Il4ra_Il13ra2	11786020;7918378;9130652	HPMR;DLRP;Cellinker
LRM6270	16189	P07750	Il4	16190_16164	P16382_O09030	Il4ra_Il13ra1	19586918	DLRP;Cellinker
LRM5013	280287	Q6Y4S4	Kiss1	114229	Q91V45	Kiss1r	12944565;11385580;11457843;15665093	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4781	280287	Q6Y4S4	Kiss1	17391	Q9R0S2	Mmp24	12879005	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3508	16590	P05532	Kit	16197	P16872	Il7r	17554063	Cellinker;OmniPath
LRM3909	16590	P05532	Kit	13857	P14753	Epor	7545788;17554063;11124255	Cellinker;OmniPath
LRM2866	17311	P20826	Kitlg	16981	Q8CBC6	Lrrn3	32589946	Cellinker;OmniPath
LRM4970	13641	P52795	Efnb1	13848	O08644	Ephb6	11713248;15114347;11114742	CellPhoneDB;CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2252	17311	P20826	Kitlg	13857	P14753	Epor	11124255	CellPhoneDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRM5109	12550	P09803	Cdh1	13649	Q01279	Egfr	24189400;25241761;10969083;25402006;24658140;17548604;31980649;25468996	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3797	16612	P15947	Klk1	18211	Q3UFB7	Ntrk1	27908981	CellChatDB;Cellinker;OmniPath
LRM5802	16612	P15947	Klk1	18053	Q9Z0W1	Ngfr		CellChatDB;OmniPath
